"","Publication Type","Authors","Author Full Names","Article Title","Source Title","Language","Document Type","Author Keywords","Keywords Plus","Abstract","Addresses","Reprint Addresses","Times Cited, All Databases","Since 2013 Usage Count","Publisher","Publisher City","Publisher Address","Publication Date","Publication Year","Volume","Issue","Part Number","Special Issue","Meeting Abstract","Start Page","End Page","Article Number","DOI","Number of Pages","Research Areas","Open Access Designations","Date of Export"
"846","J","WILSON, EO","WILSON, EO","SOME ECOLOGICAL CHARACTERISTICS OF ANTS IN NEW-GUINEA RAIN FORESTS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,146,7,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1959,40,"3",NA,NA,NA,437,"447",NA,"10.2307/1929761",11,"Environmental Sciences & Ecology",NA,"2021-05-12"
"847","J","JOHN, KR","JOHN, KR","ECOLOGY OF THE CHUB, GILA-ATRARIA, WITH SPECIAL EMPHASIS ON VERTEBRAL CURVATURES, IN 2 OCEAN LAKE, TETON NATIONAL-PARK, WYOMING","ECOLOGY","English","Article",NA,NA,NA,NA,NA,6,4,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,1959,40,"4",NA,NA,NA,564,"571",NA,"10.2307/1929809",8,"Environmental Sciences & Ecology",NA,"2021-05-12"
"848","J","WELLS, PV","WELLS, PV","AN ECOLOGICAL INVESTIGATION OF 2 DESERT TOBACCOS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,35,6,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1959,40,"4",NA,NA,NA,626,"644",NA,"10.2307/1929816",19,"Environmental Sciences & Ecology",NA,"2021-05-12"
"849","J","COTTER, DJ; PLATT, RB","COTTER, DJ; PLATT, RB","STUDIES ON THE ECOLOGICAL LIFE-HISTORY OF PORTULACA-SMALLII","ECOLOGY","English","Article",NA,NA,NA,NA,NA,19,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1959,40,"4",NA,NA,NA,651,"668",NA,"10.2307/1929818",18,"Environmental Sciences & Ecology",NA,"2021-05-12"
"850","J","BORMANN, FH; GRAHAM, BF","BORMANN, FH; GRAHAM, BF","THE OCCURRENCE OF NATURAL ROOT GRAFTING IN EASTERN WHITE-PINE, PINUS-STROBUS L AND ITS ECOLOGICAL IMPLICATIONS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,46,8,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1959,40,"4",NA,NA,NA,677,"691",NA,"10.2307/1929820",15,"Environmental Sciences & Ecology",NA,"2021-05-12"
"851","J","CLARK, EC","CLARK, EC","ECOLOGY OF THE POLYHEDROSES OF TENT CATERPILLARS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,27,3,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,1958,39,"1",NA,NA,NA,132,"139",NA,"10.2307/1929975",8,"Environmental Sciences & Ecology",NA,"2021-05-12"
"852","J","ARMITAGE, KB","ARMITAGE, KB","ECOLOGY OF THE RIFFLE INSECTS OF THE FIREHOLE RIVER, WYOMING","ECOLOGY","English","Article",NA,NA,NA,NA,NA,34,0,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,1958,39,"4",NA,NA,NA,571,"580",NA,"10.2307/1931597",10,"Environmental Sciences & Ecology",NA,"2021-05-12"
"853","J","MACARTHUR, RH","MACARTHUR, RH","POPULATION ECOLOGY OF SOME WARBLERS OF NORTHEASTERN CONIFEROUS FORESTS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,996,292,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,1958,39,"4",NA,NA,NA,599,"619",NA,"10.2307/1931600",21,"Environmental Sciences & Ecology",NA,"2021-05-12"
"854","J","LUTZ, HJ","LUTZ, HJ","APPLICATIONS OF ECOLOGY IN FOREST MANAGEMENT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,6,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"1",NA,NA,NA,46,"49",NA,"10.2307/1932125",4,"Environmental Sciences & Ecology",NA,"2021-05-12"
"855","J","COSTELLO, DF","COSTELLO, DF","APPLICATION OF ECOLOGY TO RANGE MANAGEMENT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,3,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"1",NA,NA,NA,49,"53",NA,NA,5,"Environmental Sciences & Ecology",NA,"2021-05-12"
"856","J","HICKIE, P","HICKIE, P","THE APPLICATION OF ECOLOGY TO WILDLIFE MANAGEMENT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,0,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"1",NA,NA,NA,53,"56",NA,NA,4,"Environmental Sciences & Ecology",NA,"2021-05-12"
"857","J","STONE, EL","STONE, EL","THE CONTRIBUTION OF ECOLOGY TO WILDLAND SOIL-MANAGEMENT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,0,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"1",NA,NA,NA,57,"60",NA,NA,4,"Environmental Sciences & Ecology",NA,"2021-05-12"
"858","J","BATES, M","BATES, M","APPLICATIONS OF ECOLOGY TO PUBLIC-HEALTH","ECOLOGY","English","Article",NA,NA,NA,NA,NA,0,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"1",NA,NA,NA,60,"63",NA,NA,4,"Environmental Sciences & Ecology",NA,"2021-05-12"
"859","J","ELLISON, L","ELLISON, L","APPLICATIONS OF ECOLOGY-CONCLUDING STATEMENT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,0,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"1",NA,NA,NA,63,"64",NA,NA,2,"Environmental Sciences & Ecology",NA,"2021-05-12"
"860","J","TINKLE, DW","TINKLE, DW","ECOLOGY, MATURATION AND REPRODUCTION OF THAMNOPHIS SAURITUS-PROXIMUS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,27,4,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"1",NA,NA,NA,69,"77",NA,"10.2307/1932127",9,"Environmental Sciences & Ecology",NA,"2021-05-12"
"861","J","HOYT, SF","HOYT, SF","THE ECOLOGY OF THE PILEATED WOODPECKER","ECOLOGY","English","Article",NA,NA,NA,NA,NA,33,9,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"2",NA,NA,NA,246,"256",NA,"10.2307/1931683",11,"Environmental Sciences & Ecology",NA,"2021-05-12"
"862","J","WALKER, TJ","WALKER, TJ","ECOLOGICAL-STUDIES OF THE ARTHROPODS ASSOCIATED WITH CERTAIN DECAYING MATERIALS IN 4 HABITATS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,33,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"2",NA,NA,NA,262,"276",NA,"10.2307/1931685",15,"Environmental Sciences & Ecology",NA,"2021-05-12"
"863","J","DAUBENMIRE, R","DAUBENMIRE, R","INFLUENCE OF TEMPERATURE UPON SOIL-MOISTURE CONSTANTS AND ITS POSSIBLE ECOLOGIC SIGNIFICANCE","ECOLOGY","English","Article",NA,NA,NA,NA,NA,3,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"2",NA,NA,NA,320,"324",NA,"10.2307/1931692",5,"Environmental Sciences & Ecology",NA,"2021-05-12"
"864","J","STONE, EC","STONE, EC","DEW AS AN ECOLOGICAL FACTOR .2. THE EFFECT OF ARTIFICIAL DEW ON THE SURVIVAL OF PINUS-PONDEROSA AND ASSOCIATED SPECIES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,54,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"3",NA,NA,NA,414,"422",NA,"10.2307/1929884",9,"Environmental Sciences & Ecology",NA,"2021-05-12"
"865","J","PEARSON, PG","PEARSON, PG","FURTHER NOTES ON THE POPULATION ECOLOGY OF THE SPADEFOOT TOAD","ECOLOGY","English","Article",NA,NA,NA,NA,NA,13,6,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1957,38,"4",NA,NA,NA,580,"586",NA,"10.2307/1943123",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"866","J","BORMANN, FH","BORMANN, FH","ECOLOGICAL IMPLICATIONS OF CHANGES IN THE PHOTOSYNTHETIC RESPONSE OF PINUS-TAEDA SEEDLINGS DURING ONTOGENY","ECOLOGY","English","Article",NA,NA,NA,NA,NA,30,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"1",NA,NA,NA,70,"75",NA,"10.2307/1929670",6,"Environmental Sciences & Ecology",NA,"2021-05-12"
"867","J","LANYON, WE","LANYON, WE","ECOLOGICAL ASPECTS OF THE SYMPATRIC DISTRIBUTION OF MEADOWLARKS IN THE NORTH-CENTRAL STATES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,14,7,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"1",NA,NA,NA,98,"108",NA,"10.2307/1929673",11,"Environmental Sciences & Ecology",NA,"2021-05-12"
"868","J","JUHREN, M; WENT, FW; PHILLIPS, E","JUHREN, M; WENT, FW; PHILLIPS, E","ECOLOGY OF DESERT PLANTS .4. COMBINED FIELD AND LABORATORY WORK ON GERMINATION OF ANNUALS IN THE JOSHUA TREE NATIONAL MONUMENT, CALIFORNIA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,110,11,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"2",NA,NA,NA,318,"330",NA,"10.2307/1933142",13,"Environmental Sciences & Ecology",NA,"2021-05-12"
"869","J","DUMAS, PC","DUMAS, PC","THE ECOLOGICAL RELATIONS OF SYMPATRY IN PLETHODON-DUNNI AND PLETHODON-VEHICULUM","ECOLOGY","English","Article",NA,NA,NA,NA,NA,37,5,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"3",NA,NA,NA,484,"495",NA,"10.2307/1930171",12,"Environmental Sciences & Ecology",NA,"2021-05-12"
"870","J","COOPER, DM; DOBZHANSKY, T","COOPER, DM; DOBZHANSKY, T","STUDIES ON THE ECOLOGY OF DROSOPHILA IN THE YOSEMITE REGION OF CALIFORNIA .1. THE OCCURRENCE OF SPECIES OF DROSOPHILA IN DIFFERENT LIFE ZONES AND AT DIFFERENT SEASONS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,23,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"3",NA,NA,NA,526,"533",NA,"10.2307/1930175",8,"Environmental Sciences & Ecology",NA,"2021-05-12"
"871","J","PHAFF, HJ; MILLER, MW; RECCA, JA; SHIFRINE, M; MRAK, EM","PHAFF, HJ; MILLER, MW; RECCA, JA; SHIFRINE, M; MRAK, EM","STUDIES ON THE ECOLOGY OF DROSOPHILA IN THE YOSEMITE REGION OF CALIFORNIA .2. YEASTS FOUND IN THE ALIMENTARY CANAL OF DROSOPHILA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,59,7,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"3",NA,NA,NA,533,"538",NA,"10.2307/1930176",6,"Environmental Sciences & Ecology",NA,"2021-05-12"
"872","J","CARSON, HL; KNAPP, EP; PHAFF, HJ","CARSON, HL; KNAPP, EP; PHAFF, HJ","STUDIES ON THE ECOLOGY OF DROSOPHILA IN THE YOSEMITE REGION OF CALIFORNIA .3. THE YEAST FLORA OF THE NATURAL BREEDING SITES OF SOME SPECIES OF DROSOPHILA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,40,10,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"3",NA,NA,NA,538,"544",NA,"10.2307/1930177",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"873","J","DOBZHANSKY, T; COOPER, DM; PHAFF, HJ; KNAPP, EP; CARSON, HL","DOBZHANSKY, T; COOPER, DM; PHAFF, HJ; KNAPP, EP; CARSON, HL","STUDIES ON THE ECOLOGY OF DROSOPHILA IN THE YOSEMITE REGION OF CALIFORNIA .4. DIFFERENTIAL ATTRACTION OF SPECIES OF DROSOPHILA TO DIFFERENT SPECIES OF YEASTS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,54,14,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"3",NA,NA,NA,544,"550",NA,"10.2307/1930178",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"874","J","WOOD, KG","WOOD, KG","ECOLOGY OF CHAOBORUS (DIPTERA, CULICIDAE) IN AN ONTARIO LAKE","ECOLOGY","English","Article",NA,NA,NA,NA,NA,32,5,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"4",NA,NA,NA,639,"643",NA,"10.2307/1933054",5,"Environmental Sciences & Ecology",NA,"2021-05-12"
"875","J","GRANT, WC","GRANT, WC","AN ECOLOGICAL STUDY OF THE PEREGRINE EARTHWORM PHERETIMA-HUPEIENSIS IN THE EASTERN-UNITED-STATES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,7,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"4",NA,NA,NA,648,"658",NA,"10.2307/1933056",11,"Environmental Sciences & Ecology",NA,"2021-05-12"
"876","J","RICKER, WE","RICKER, WE","USES OF MARKING ANIMALS IN ECOLOGICAL-STUDIES - THE MARKING OF FISH","ECOLOGY","English","Article",NA,NA,NA,NA,NA,13,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"4",NA,NA,NA,665,"670",NA,NA,6,"Environmental Sciences & Ecology",NA,"2021-05-12"
"877","J","WOODBURY, AM","WOODBURY, AM","USES OF MARKING ANIMALS IN ECOLOGICAL-STUDIES - MARKING AMPHIBIANS AND REPTILES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,33,8,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"4",NA,NA,NA,670,"674",NA,NA,5,"Environmental Sciences & Ecology",NA,"2021-05-12"
"878","J","COTTAM, C","COTTAM, C","USES OF MARKING ANIMALS IN ECOLOGICAL-STUDIES - MARKING BIRDS FOR SCIENTIFIC PURPOSES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,4,5,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"4",NA,NA,NA,675,"681",NA,NA,7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"879","J","TABER, RD","TABER, RD","USES OF MARKING ANIMALS IN ECOLOGICAL-STUDIES - MARKING OF MAMMALS - STANDARD METHODS AND NEW DEVELOPMENTS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,6,4,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"4",NA,NA,NA,681,"685",NA,NA,5,"Environmental Sciences & Ecology",NA,"2021-05-12"
"880","J","FRASER, DA","FRASER, DA","ECOLOGICAL-STUDIES OF FOREST TREES AT CHALK-RIVER, ONTARIO, CANADA .2. ECOLOGICAL CONDITIONS AND RADIAL INCREMENT","ECOLOGY","English","Article",NA,NA,NA,NA,NA,30,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1956,37,"4",NA,NA,NA,777,"789",NA,"10.2307/1933069",13,"Environmental Sciences & Ecology",NA,"2021-05-12"
"881","J","DEWITT, RM","DEWITT, RM","THE ECOLOGY AND LIFE HISTORY OF THE POND SNAIL PHYSA-GYRINA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,41,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1955,36,"1",NA,NA,NA,40,"44",NA,"10.2307/1931429",5,"Environmental Sciences & Ecology",NA,"2021-05-12"
"882","J","SOLEM, A","SOLEM, A","STUDIES ON MESODON-FERRISSI (GASTROPODA, PULMONATA) .1. GENERAL ECOLOGY AND BIOMETRIC ANALYSIS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,5,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1955,36,"1",NA,NA,NA,83,"89",NA,"10.2307/1931433",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"883","J","GORHAM, E","GORHAM, E","TITUS SMITH, A PIONEER OF PLANT ECOLOGY IN NORTH-AMERICA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,8,4,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1955,36,"1",NA,NA,NA,116,"123",NA,"10.2307/1931436",8,"Environmental Sciences & Ecology",NA,"2021-05-12"
"884","J","ROY, HK","ROY, HK","PLANKTON ECOLOGY OF THE RIVER HOOGHLY AT PALTA, WEST-BENGAL","ECOLOGY","English","Article",NA,NA,NA,NA,NA,27,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1955,36,"2",NA,NA,NA,169,"175",NA,"10.2307/1933222",7,"Environmental Sciences & Ecology",NA,"2021-05-12"
"885","J","HODGSON, ES","HODGSON, ES","AN ECOLOGICAL STUDY OF THE BEHAVIOR OF THE LEAF-CUTTING ANT ATTA-CEPHALOTES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,42,10,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1955,36,"2",NA,NA,NA,293,"304",NA,"10.2307/1933235",12,"Environmental Sciences & Ecology",NA,"2021-05-12"
"886","J","CLARK, EC","CLARK, EC","OBSERVATIONS ON THE ECOLOGY OF A POLYHEDROSIS OF THE GREAT BASIN TENT CATERPILLAR MALACOSOMA-FRAGILIS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,25,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1955,36,"3",NA,NA,NA,373,"376",NA,"10.2307/1929570",4,"Environmental Sciences & Ecology",NA,"2021-05-12"
"887","J","BARNES, BM; BARNES, RD","BARNES, BM; BARNES, RD","THE ECOLOGY OF THE SPIDERS OF MARITIME DRIFT LINES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,17,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"1",NA,NA,NA,25,"35",NA,"10.2307/1931400",11,"Environmental Sciences & Ecology",NA,"2021-05-12"
"888","J","WALKER, RB","WALKER, RB","THE ECOLOGY OF SERPENTINE SOILS .2. FACTORS AFFECTING PLANT GROWTH ON SERPENTINE SOILS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,160,18,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"2",NA,NA,NA,259,"266",NA,NA,8,"Environmental Sciences & Ecology",NA,"2021-05-12"
"889","J","KRUCKEBERG, AR","KRUCKEBERG, AR","THE ECOLOGY OF SERPENTINE SOILS .3. PLANT SPECIES IN RELATION TO SERPENTINE SOILS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,245,80,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"2",NA,NA,NA,267,"274",NA,NA,8,"Environmental Sciences & Ecology",NA,"2021-05-12"
"890","J","WHITTAKER, RH","WHITTAKER, RH","THE ECOLOGY OF SERPENTINE SOILS .4. THE VEGETATIONAL RESPONSE TO SERPENTINE SOILS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,113,21,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"2",NA,NA,NA,275,"288",NA,NA,14,"Environmental Sciences & Ecology",NA,"2021-05-12"
"891","J","ANTHONY, M","ANTHONY, M","ECOLOGY OF THE OPUNTIAE IN THE BIG BEND REGION OF TEXAS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,17,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"3",NA,NA,NA,334,"347",NA,"10.2307/1930096",14,"Environmental Sciences & Ecology",NA,"2021-05-12"
"892","J","MCCARLEY, WH","MCCARLEY, WH","THE ECOLOGICAL DISTRIBUTION OF THE PEROMYSCUS-LEUCOPUS SPECIES GROUP IN EASTERN TEXAS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,11,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"3",NA,NA,NA,375,"379",NA,"10.2307/1930101",5,"Environmental Sciences & Ecology",NA,"2021-05-12"
"893","J","FRASER, DA","FRASER, DA","ECOLOGICAL STUDIES OF FOREST TREES AT CHALK RIVER, ONTARIO, CANADA .1. TREE SPECIES IN RELATION TO SOIL MOISTURE SITES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,12,1,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"3",NA,NA,NA,406,"414",NA,"10.2307/1930105",9,"Environmental Sciences & Ecology",NA,"2021-05-12"
"894","J","HOBBS, GA; LILLY, CE","HOBBS, GA; LILLY, CE","ECOLOGY OF SPECIES OF MEGACHILE LATREILLE IN THE MIXED PRAIRIE REGION OF SOUTHERN ALBERTA WITH SPECIAL REFERENCE TO POLLINATION OF ALFALFA","ECOLOGY","English","Article",NA,NA,NA,NA,NA,25,7,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"4",NA,NA,NA,453,"462",NA,"10.2307/1931035",10,"Environmental Sciences & Ecology",NA,"2021-05-12"
"895","J","CURRY, L","CURRY, L","NOTES ON THE ECOLOGY OF THE MIDGE FAUNA (DIPTERA, TENDIPEDIDAE) OF HUNT CREEK, MONTMORENCY COUNTY, MICHIGAN","ECOLOGY","English","Article",NA,NA,NA,NA,NA,17,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"4",NA,NA,NA,541,"550",NA,"10.2307/1931043",10,"Environmental Sciences & Ecology",NA,"2021-05-12"
"896","J","KELLY, CF; BOND, TE; HEITMAN, H","KELLY, CF; BOND, TE; HEITMAN, H","THE ROLE OF THERMAL RADIATION IN ANIMAL ECOLOGY","ECOLOGY","English","Article",NA,NA,NA,NA,NA,17,3,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1954,35,"4",NA,NA,NA,562,"569",NA,"10.2307/1931045",8,"Environmental Sciences & Ecology",NA,"2021-05-12"
"897","J","BANK, TP","BANK, TP","ECOLOGY OF PREHISTORIC ALEUTIAN VILLAGE SITES","ECOLOGY","English","Article",NA,NA,NA,NA,NA,12,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1953,34,"2",NA,NA,NA,246,"264",NA,"10.2307/1930894",19,"Environmental Sciences & Ecology",NA,"2021-05-12"
"898","J","NORRIS, KS","NORRIS, KS","THE ECOLOGY OF THE DESERT IGUANA DIPSOSAURUS-DORSALIS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,152,19,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1953,34,"2",NA,NA,NA,265,"287",NA,"10.2307/1930895",23,"Environmental Sciences & Ecology",NA,"2021-05-12"
"899","J","EGGLER, WA","EGGLER, WA","THE USE OF 2,4-D IN THE CONTROL OF WATER HYACINTH AND ALLIGATOR WEED IN THE MISSISSIPPI DELTA, WITH CERTAIN ECOLOGICAL IMPLICATIONS","ECOLOGY","English","Article",NA,NA,NA,NA,NA,9,2,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1953,34,"2",NA,NA,NA,409,"414",NA,"10.2307/1930906",6,"Environmental Sciences & Ecology",NA,"2021-05-12"
"900","J","MIDDLETON, WEK","MIDDLETON, WEK","SPHERICAL ILLUMINATION AS AN ECOLOGICAL PARAMETER, AND AN IMPROVED INTEGRATOR","ECOLOGY","English","Article",NA,NA,NA,NA,NA,11,0,"ECOLOGICAL SOC AMER","WASHINGTON","2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",NA,1953,34,"2",NA,NA,NA,416,"421",NA,"10.2307/1930908",6,"Environmental Sciences & Ecology",NA,"2021-05-12"
